125	51.7
140	+60
77	25.0
53	11.7
-40	-40
-31	-35
-40	-40
77	25
74	23.3
74	23.3
95	35.0
40	4
0	-18
527	-31
1.2	0.65
140	60
176	80
98	37
450	230
450	230
140	60
130	54.5
79	26
122	50
350	180
68	20
+176	+80
120	48
70	22
68	20
70	21.1
41	5.0
36	2.2
70	21.1
465	240
1000	540
64	17.8
55	12.8
64	17.8
2349	1287
350	177
64	18
75	24
64	17.8
50	10.0
48	8.9
48	8.9
62	16.7
48	8.9
200	93.3
400	204
72	22
81	27
93	34
90	32
425	218
3632	2000
65	18.3
450	232
570	300
10	100
32	0.2
75	24
10	-12
120	50
122	50
40	4.4
50	10.0
40	4.4
500	260
122	50
22	-6
212	100
257	125
19.2	10.7
73	17
73	17
69	21
69	21
69	21
69	14
350	177
50	10
83	28
1650	899
2000	1093
72	22
140	60
36	2
325	160
225	107
200	93
110	43
110	43
100	38
104	40
240	115
275	140
83	28.3
70	21.1
69	20.6
69	20.6
60	15.6
83	28.3
74	23.3
51	10.6
35	1.7
34	1.1
40	4.4
74	23.3
27	-3
25	-4
22	-6
16	-16
15	-9.5
12	-11
10	-12
5	-15
0	-18
-5	-19
-6	-20
-10	-23
-10	-23
-40	-40
47	8.3
59	15.0
47	8.3
45	7.2
49	9.4
50	10.0
52	11.1
72	22.2
47	8.3
400	200
50	10.0
52	11.1
71	21.7
36	2.2
40	4.4
47	8.3
36	2.2
425	200
350	175
400	205
48	8.9
65	18.3
48	8.9
-40	-40
15.8	8.8
10.2	5.7
28.8	16
18.2	10.1
50	10
71.8	22.1
47	8.3
47	8.3
51	10.6
60	15.6
47	8.3
52	11.1
79	26.1
52	11.1
42	5.6
51	10.6
66	18.9
400	200
41	5
135	57
150	65
150	65
45	7
70	21
2700	1482
70	21
5.8	3.2
11.6	6.4
73	23
370	190
345	175
356	180
392	200
150	66
43.2	24
346	210
-20	-29
72	22.2
101	38.3
350	180
50	10.0
49	9.4
71	21.7
50	10.0
60	15
78	25
79	26
250	120
49	9.4
69	20.6
49	9.4
59	15.0
59	15.0
86	30
66	19
-7	-22
69	20.6
50	10.0
58	14.4
55	12.8
59	15.0
53	11.7
69	20.6
40	4.4
41	5.0
34	1.1
37	2.8
36	2.2
41	5.0
40	4.4
500	260
350	180
77	25
1472	800
57	14
158	70
74	23.3
74	23.3
89	31.7
74	23.3
48	9
104	40
48	8.9
55	12.8
48	8.9
350	177
40	4.4
69	20.6
40	4.4
350	175
200	93
375	190
82	28
87	30.6
74	23.3
74	23.3
75	23.9
73	22.8
73	22.8
87	30.6
72	22.2
71	21.7
71	21.7
70	21.1
70	21.1
69	20.6
65	18.3
69	20.6
90	32.2
72	22.2
113	45
69	20.6
58	14.4
56	13.3
77	25.0
76	24.4
73	22.8
76	24.4
78	25.6
77	25.0
4.1	2.3
-22	22
350	175
45	7
55	13
95	35
110	43
329	165
96	36
450	232
106	41.1
100	38
200	93
400	200
400	200
140	60
275	140
45	7.2
50	10.0
45	7.2
77	25
77	25
75	23.9
75	23.9
75	23.9
75	23.9
81	27.2
75	23.9
325	170
86	+30
185	85
140	60
360	180
302	150
355	180
77	25
32	0
77	25
77	25.0
52	11.1
59	15.0
58	14.4
63	17.2
77	25.0
350	180
95	35
42	23.4
37	2.8
37	2.8
76	24
76	24
600	316
100	38
50	28
158	+70
158	+70
46	7.8
45	7.2
46	7.8
48	8.9
67	19.4
46	7.8
1238	670
21	6
72	22.2
53	11.7
52	11.1
50	10.0
59	15.0
72	22.2
122	50
185	85
1022	550
71	21.7
92	33.3
77	25
43	6.1
46	7.8
43	6.1
350	176
355	180
355	180
400	205
400	205
50	10
85	29
572	300
57	13.9
52	11.1
71	21.7
57	13.9
61	16
72	22
44	6.7
36	2.2
40	4.4
33	0.6
38	3.3
38	3.3
41	5.0
44	6.7
122	50
53.6	3
55	12.8
43	6.1
58	14.4
73	22.8
55	12.8
85	29.4
106	41.1
64	18
120	49
115	46
55	13
390	200
350	180
47	8.3
50	10.0
47	8.3
28	-2
176	80
134	57.8
94	34.4
94	34.4
47	8.3
73	22.8
47	8.3
104	40
72	22
400	200
73	22.8
58	14.4
71	21.7
65	18.3
71	21.7
75	24
50.9	10.5
65	18.3
53	11.7
65	18.3
63	17
63	17.2
64	17.8
62	16.7
61	16.1
62	16.7
63	17.2
5	-15
82	27.8
75	23.9
75	23.9
82	27.8
501	816
60	15.6
69	20.6
75	23.9
77	25.0
63	17.2
75	23.9
60	15.6
77	25
78	55
180	82
210	99
662	350
122	50
300	149
176	-80
176	-80
430	220
300	150
50	-10
46	8
1800	1000
356	180
70	21.1
49	9.4
70	21.1
350	177
350	178
425	83
34	1
425	220
171	77
27	-3
30	-1
37	3
50	10
-22	-30
78.8	26
75.2	24
400	200
51	10.6
35	1.7
38	3.3
46	7.8
45	7.2
41	5.0
42	5.6
38	3.3
51	10.6
75	23.9
122	50
400	204
55	12.8
80	26.7
55	12.8
105	41
221	105
230	110
28	-5
40	5
103	39.4
80	26.7
77	25.0
103	39.4
95	35
86	25
-6	-21
275	135
86	30
0	-18
200	97
310	160
100.4	38
65	18.3
41	5.0
36	2.2
48	8.9
65	18.3
113	45
70	21
46	8
57	14
11.9	6.6
66.0	18.9
44	6.7
41	5.0
43	6.1
48	8.9
52	11.1
44	6.7
24	-4.5
3.6	2
425	220
72	22
22.6	12.6
16.9	9.4
145	63
50	10.0
67	19.4
104	40
113	45
104	40
59	15
350	177
176	80
350	180
350	175
350	180
240	115
77	25
400	200
74	23.3
59	15.0
32	0
82	28
230	110
2000	1094
158	70
430	220
390	200
170	78
195	90
270	130
500	260
500	260
500	260
430	220
390	200
145	62
20	-6
20	-6
110	43
100	38
11	6
67.5	19.7
67.5	14.2
62.4	16.9
72	22.2
62	16.7
72	22.2
86.0	30
122.0	50
86	30
68	20
79	26
375	190
350	177
35.1	1.7
104	40
0	-17
89	31.7
77	25.0
78	25.6
78	25.6
80	26.7
77	25.0
89	31.7
9	5
46	8
38	3.3
54	12.2
60	15.6
54	12.2
68	20
45	7
59	15
320	160
15	-9
37	2.8
55	12.8
68	20.0
37	2.8
62	16.7
45	7.2
49	9.4
50	10.0
62	16.7
113	45
46	7.8
45	7.2
47	8.3
48	8.9
58	14.4
46	7.8
350	175
80	26.7
65	18.3
64	17.8
67	19.4
80	26.7
190	87.8
-40	-40
90	32.2
73	22.8
73	22.8
74	23.3
72	22.2
74	23.3
73	22.8
74	23.3
90	32.2
78	25.5
104	40
77	25
340	170
86	30
350	180
1.5	0.83
24.6	13.7
0.9	0.5
86	30
84.2	29.4
425	220
450	230
425	220
350	175
400	205
400	205
450	230
375	190
45	7
125	52
428	220
+105	+40
375	190
61	16
43.2	24
50	10
64	18
95	22
200	93
392	160
350	204
44.6	24.8
67.7	37.6
180	82
23	-5
68	20
50	10.0
26	-3.3
30	-1.1
24	-4.4
32	0.0
50	10.0
250	130
47	15
92.3	33.4
46.4	8
92.3	33.4
67	19.4
45	7.2
45	7.2
35	1.7
35	1.7
35	1.7
40	4.4
44	6.7
50	10.0
53	11.7
47	8.3
67	19.4
1220	660
49	10
65	18.3
39	3.9
65	18.3
65	18.3
71	21.7
48	8.9
71	21.7
40	4.4
36	2.2
53	11.7
40	4.4
29.6	16.4
113	45
72	22
71	22
72	22
72	22
74	24
74	23
75	24
51	10.6
60	15.6
51	10.6
53	8
325	180
11.2	24
1400	760
103	39
39	3.9
46	7.8
76	24.4
28.7	15.9
48.4	26.9
79	26.1
54.1	12.3
59.6	15.3
48.7	9.3
3.6	2
39	4
104	40
95	35
+176	80
78	25.5
94	13
43	6.1
46	7.8
52	11.1
43	6.1
325	160
70	21.1
55	12.8
70	21.1
82	27.8
74	23.3
73	22.8
74	23.3
73	22.8
75	23.9
82	27.8
64	17
350	170
122	50
3.6	2
3.6	2
3.6	2
77	25
134	56.7
140	60
-94	-70
300	133
194	90
66	19
-40	-18
77	25
42	5.6
61	16.1
42	5.6
45	7
59	15.0
49	9.4
48	8.9
59	15.0
200	100
50	10.0
72	22.2
125	51.7
20	-7
43	+6
38	3.3
200	93
570	300
355	180
88	31.1
73	22.8
88	31.1
59	15.0
50	10.0
59	15.0
350	175
350	175
260	125
210	100
89	32
350	180
41	5
35	2
158	70
118	48
10	-12.2
110	43.3
84	28.9
84	28.9
81	27.2
83	28.3
86	30.0
93	34
194	90
140	60
140	60
2642	1450
1	-17.22
122	50
320	160
101	38.3
86	30.0
400	205
190	88
210	99
64	18
55	13
59	15
64	18
45	7
59	15
59	15
55	13
50	10
86	30
-4	-20
430	225
95	35
130	55
250	+121
140	60
3.5	0.65
17	-8
141	60.5
141	60.5
375	190
350	180
24	13.3
24.7	13.7
80	27
1382	750
110	45
52	11.1
43	6.1
73	22.8
52	11.1
80	26.7
83	28.3
81	27.2
86	30.0
87	30.6
87	30.6
86	30.0
86	30.0
103	39.4
80	26.7
64.4	18.00
200	90
325	160
45	7.2
45	7.2
68	20
77	25
86	30
250	121
340	170
65	18
5430	3000
530	280
1110	600
158	70
400	204
77	25
120	49
79	26.1
60	15.6
62	16.7
79	26.1
240	115
14	-15
400	190
40	4.4
100.4	38
70	21
67	20
69	21
67	20
67	19
69	21
68	20
356	180
79	26.1
48	8.9
51	10.6
79	26.1
58	14.4
61	16.1
69	20.6
58	14.4
-4	-20
176	80
68	20
140	60
140	60
65	18.3
64	17.8
65	18.3
109	43
68	20
28	15.6
37.3	20.7
32	0
23	12.8
120	49
46	7.8
45	7.2
52	11.1
42	5.6
71	21.7
58	14.4
55	12.8
54	12.2
58	14.4
350	180
-22	15
325	160
0	-18
63	17.2
430	220
425	220
320	160
46	7.8
39	3.9
41	5.0
46	7.8
46	7.8
88	31.1
52	11.1
53	11.7
72	22.2
70	21
16	9
450	220
46	8
0.85	0.47
22	12
350	180
77	25
122.0	50
1.62	0.9
1.8	1
375	190
300	150
50	10
+32	0
53	11.7
64	17.8
63	17.2
45	7.2
53	11.7
71	21.7
71	21.7
2800	1538
375	190
51	10.6
33	0.6
26	-3.3
25	-3.9
13	-10.6
33	0.6
31	-0.6
33	0.6
51	10.6
46	8
100	37
20	-7
70	21
54	12
350	180
375	190
86	30.0
86	30.0
30	-1
89.6	32
72	22
77	25
84	2
350	175
40	4.0
40	4.0
62	16.7
63	17.2
45	7.2
63	17.2
63	17.2
42	5.6
46	7.8
63	17.2
140	60
626	330
77	25
450	232
380	215
410	195
77	25
36	2
350	160
75	23.9
92	33.3
84.9	29.4
1000	538
46	8
46	8
46	8
350	180
47	8.3
42	5.6
38	3.3
32	0.0
36	2.2
41	5.0
38	3.3
47	8.3
+185	+85
49	9.4
43	6.1
78	25.6
49	9.4
160	71
475	250
59	15
104	40
81	27.2
104	40.0
88	31
56	13.4
113	45
41	5
43	6
300	150
200	93
70	21.1
52	11
66	19
72	22
350	177
350	177
84	29
149	65
149	65
158	70
2.5	1.4
14	-10
350	175
72	24
-4	-20
122	50
-4	-20
44	6.7
36	2.2
26	-3.3
25	-3.9
28	-2.2
30	-1.1
60	15.6
53	11.7
49	9.4
49	9.4
51	10.6
49	9.4
60	15.6
60	15.6
67	19.4
49	9.4
44	6.7
67	19.4
104	40
93	34
350	180
-105	40
7	-14
105	40
400	204
100	37
104	+40
85	29.5
350	175
450	232
62	16.7
37	2.8
41	5.0
140	60
50	10
46	7.7
266	130
55	13
47	8
57	14
56	13
56	13
58	14
57	14
350	180
176	80
325	160
425	220
400	204
77	25
2.1	1.2
15.1	8.4
140	60
212	100
+104	+40
30	-1.1
33	0.6
41	5.0
43	6.1
30	-1.1
350	180
930	500
162	72
400	200
300	150
77	25
82	28
56	13.3
36	2.2
67	19.4
56	13.3
26	-32
43	6
70	21.1
30	-20
167	75
104	40
76	24.4
65	18.3
47	8.3
96	35.6
76	24.4
75	23.9
74	23.3
76	24.4
76	24.4
75	23.9
96	35.6
51	10.6
49	9.4
51	10.6
46	7.8
48	8.9
72	22.2
51	10.6
67	19.4
35	2
-150.9	-101.6
70	21
32	0
325	160
32	0.0
33	0.6
28	-2.2
29	-1.7
30	-1.1
29	-1.7
35	1.7
37	2.8
35	1.7
39	3.9
39	3.9
32	0.0
36	20
77	25
122	50
104	40
356	180
140	60
55	13
63	17
2600	1426
98.6	37
90	32.22
30	-1
86	30
64	18
89.5	32
86	30
89.5	32
62	16.7
60	15.6
64	17.8
73	22.8
62	16.7
1500	815
200	95
50	10
12	7
100	38
40	7
400	200
50	10
71	16
75	23.9
64	17.8
62	16.7
63	17.2
63	17.2
58	14.4
64	17.8
75	23.9
100.4	38
109.9	43.3
77	-25
39	3.9
46	7.8
55	12.8
38	3.3
40	4.4
48	8.9
55	12.8
180	82
0.65	0.36
1.93	1.07
75	24
70	21
46	8
38	3
375	190
34	1
500	260
0.5	0.3
51	10.6
50	10.0
59	15.0
51	10.6
113	45
86	30
43	6.1
40	4.4
900	482
1050	566
9	-13
320	160
50	565
86	30
71	21.7
71	21.7
84	28.9
249	121
97	40
76	24.4
56	13.3
200	90
54	12.2
39	3.9
52	11.1
54	12.2
62	16.7
51	10.6
62	16.7
78	25.6
78	25.6
77	25.0
77	25.0
78	25.6
79	26.1
79	26.1
83	28.3
78	25.6
122	50
46	7.8
68	20.0
46	7.8
65	18
360	180
91	32.8
70	21.1
91	32.8
-20	-30
75	23.9
74	23.3
73	22.8
74	23.3
76	24.4
94	34.4
75	23.9
60	15.6
43	6.1
350	176
350	180
78	25.6
59	15.0
63	17.2
67	19.4
67	19.4
66	18.9
65	18.3
64	17.8
62	16.7
78	25.6
77	25
932	500
37	3
33.4	0.8
869	465
325	160
60.26	15.7
1	-17.22
1940	1060
32	0
410	210
125	50
300	150
80	27
122	50
39.2	4
86	30
39.2	4
325	160
190	90
-49	-45
194	90
932	500
356	180
356	180
86	30
29	-2
425	220
70	21
1333	720
2000	1093
2000	1093
-63	-52
360	180
212	100
77	25
400	204
53	12
104	40
70	21.1
44	6.7
41	5.0
49	9.4
45	7.2
49	9.4
51	10.6
47	8.3
50	10.0
70	21.1
140	60
29	16.1
14.1	7.9
68	20
46	7.8
32	0.0
23	-5.0
27	-2.8
46	7.8
40	4
-12	-24
120	-37.4
63	16
400	180
1500	800
42	5
-36	-38
65	18
375	190
203	90
78.8	26
102	39
66	18.9
47	8.3
66	18.9
350	175
37	2.8
42	5.6
37	2.8
50.1	27.8
63.9	35.5
77	25
200	94
572	300
140	60
1.4	0.8
11	6
345	175
105	40
32	0
104	+40
140	60
158	+40
62	17
68	20
400	200
59	15.0
51	10.6
-4	-20
325	175
32	0
1800	980
75	23.9
53	11.7
75	23.9
340	170
245	120
33	0.6
37	2.8
36	2.2
33	0.6
28	-2.2
35	1.7
28	-2.2
28	-2.2
41	5.0
33	0.6
1420	771
32	0
70	21.1
71	21.7
76	24.4
74	23.3
72	22.2
91	32.8
70	21.1
56	13.3
56	13.3
14	-10
350	175
315	157
375	190
27	15
20	-28.8
350	180
95	35
425	220
425	220
300	148
104	40
10.5	5.8
12.7	7
59	15
52	11.1
35	1.7
40	4.4
37	2.8
52	11.1
68	20
32	0
400	200
104	40
350	180
78	26
140	60
250	121
72	22.2
70	21.1
70	21.1
83	28.3
62	16.7
51	10.6
44	6.7
48	8.9
50	10.0
46	7.8
47	8.3
47	8.3
67	19.4
85	185
65	18.3
51	10.6
65	18.3
37	2.8
34	1.1
37	2.8
46	7.8
51	10.6
350	180
360	180
450	260
77	25
1000	540
35	2
32	0
450	232
350	175
97	21
165	74
550	290
10.4	0.28
70	21.1
69	20.6
67	19.4
70	21.1
67	19.4
64	17.8
140	60
40	4
1.3	0.7
68	20.0
69	20.6
68	20.0
67	19.4
69	20.6
71	21.7
71	21.7
69	20.6
85	29.4
68	20.0
300	150
400	200
340	170
375	190
110	43
212	100
1	0.5
430	180
122	50
+176	+80
90	32
41	5.0
40	4.4
46	7.8
49	9.4
54	12.2
41	5.0
375	170
83	28
115	46.1
117	47.2
32	0
75	24
84	29
86	30.0
72	22.2
72	22.2
72	22.2
86	30.0
73	23
84	29
375	190
195	90
250	120
83	28.3
81	27.2
82	27.8
83	28.3
85	30
74	24
72	22
84	29
71	22
84	29
84	29
73	23
+158	+70
87.8	31
0	-18
176	80
77	25
-4	-20
-20	-29
-20	-29
482	250
84	29
3.6	1.5
158	70
122	50
108	42
51	10.6
55	12.8
25	-3.9
38	3.3
47	8.3
55	12.8
0	18
75	26
-40	40
0	18
9	-13
400	200
86	30
500	260
86	30
194	94
350	180
311	155
284	140
266	130
27	-3
30	-1
25	-4
41	+5
59	+15
3	-16
420	215
104	40
390	200
390	200
54	12
392	200
1328	720
15	8.4
74	23.3
57	13.9
74	23.3
400	200
19	10.5
72	22.2
94	34.4
72	22.2
165	74
392	200
78	25.6
62	16.7
78	25.6
400	200
83	28.3
69	20.6
64	18
56	14
42	5.6
40	4.4
43	6.1
45	7.2
42	5.6
41	5.0
42	5.6
151	66
32	0
1	0.56
65	18.3
-40	-40
325	165
185	180
100	37.5
77	25.0
77	25.0
77	25.0
89	31.7
77	25.0
-22	-30
28	-2
77	25
752	400
935	500
752	400
300	150
86	30.0
86	30.0
392	200
90	32
302	150
644	340
22.2	12.3
250	120
4.5	2.5
66	18.9
425	220
59	15.0
40	4.4
59	15.0
80	26
72	22
64	17.8
42	5.6
64	17.8
350	180
50	10.0
68	20.0
75	24
210	99
300	150
428	220
356	180
500	260
85	29.4
67	19.4
77	25
59	15.0
29	-1.7
37	2.8
185	85
350	180
72	22.2
46	7.8
72	22.2
54	12
41	5
30.6	0.8
50	10
122	50
340	170
77	25
113	40
175	79
180	82
212	100
400	200
350	180
65	16
437	225
650	340
300	148
104	40
52	11.1
51	10.6
54	12.2
58	14.4
59	15.0
66	18.9
16.2	9
75	25
60	10
67	19.4
46	7.8
67	19.4
100	40
100	40
375	190
58	14.4
80	26.7
58	14.4
55	10
360	180
320	160
+105	+40
140	60
260	127
34	1.1
62	16.7
34	1.1
1750	590
200	93
355	180
14.6	8.1
176.0	80.0
325	150
1400	760
104	40
350	180
104	40
66	18.9
52	11.1
66	18.9
6.8	-14
212	100
43	6.1
71	21.7
86	30
350	177
400	200
43	6.1
37	2.8
52	11.1
43	6.1
158	70
435	225
350	175
351.1	177.3
2750	1510
60	15
27.7	15.4
102	38.9
80	26.7
80	26.7
82	27.8
102	38.9
64	18
74	23.3
74	23.3
73	22.8
73	22.8
74	23.3
74	23.3
85	29.4
74	23.3
18	10
2.6	1.5
-109.0	-78.5
7200	4000
500	260
158	70
390	200
57	14
68	20
425	220
70	22
86	30
20	11
210	99
392	200
42.4	5.8
99.7	38
79.3	26.3
70	21
10	6
48	8.9
43	6.1
36	2.2
66	18.9
48	8.9
+266	+130
95	35
225	107
300	150
104	40
77	25
72	22
64	18
42	6
250	121
41	5
59	15
104	40
50	10.0
50	10.0
19	-7
50	28
50	28
50	28
350	175
550	288
+180	+82
32	0
70	21
37	3
60	15
41	5
70	21
1562	850
400	200
4.1	2.3
43.1	23.9
25	4
-67	-55
-4	-20
-17.5	-27.5
5	-15
-3.5	-19.7
21.6	12
-67.5	-55.3
-93.1	-69.5
-0.4	-18.0
22.5	12.5
3.2	-16.0
67	19.4
42	5.6
43	6.1
43	6.1
67	19.4
320	160
77	25
425	220
95	35
98.6	0.5
140	60
130	55
64	17.8
64	17.8
58	14.4
50	10.0
61	16.1
80	26.7
64	17.8
203	95
400	205
70	22.2
59	33
0.9	0.5
0.4	0.22
11.5	6.4
104	40
350	180
2	+25
2	1
1	0.5
51	10.6
90	32
70	21
36	2
180	82
266	60
86	30
48	9
425	220
400	205
375	190
113	45
37	2.8
35	1.7
35	1.7
35	1.7
45	7.2
37	2.8
70	20
15	-9
400	180
60	15.6
32	0.0
27	-2.8
32	0.0
68	20
68	20
122	50
2.7	1.2
356	180
356	180
900	480
400	200
350	177
350	177
212	100
75	24
90	32
-45	-43
86	30
1215	657
61	16
72	22
68	20
63	17
62	17
400	200
400	200
95	35
440	225
325	163
110	43
40	4.4
86	30
500	260
5.6	3.1
122	50
185	85
375	190
65	18
50	10
3092	1700
86	30
53	11.7
62	16.7
392	200
77	25
150	65
50	10.0
103	39.4
55	12.8
54	12.2
73	22.8
61	16
0.11	0.06
49	9.4
48	8.9
49	9.4
37	3
57	14
50	10
74	25
752	400
390	200
140	60
73	23
104	40
125	52
85	29
1290	800
350	180
350	175
104	40
80	27
40	4
-353	-214
-40	-40
100	38
-40	-40
127	53
86	30
72	22
41	5
68	20
104	40
63	17
55.5	13
77	25
77	25
32	0
55.5	13
59	15
100	40
464	240
76	24
350	177
77	25
50	10.0
70	21.1
320	160
350	180
66	18.9
53	11.7
54	12.2
66	18.9
77	25
350	175
60.6	15.9
27	-2.8
91	32
400	200
977	525
86	30
350	180
50	10
70	21
60	15.6
41	5.0
41	5.0
44	6.7
60	15.6
81	27
43	6
61	16
400	200
400	200
-4	-20
44	6.7
43	6.1
44	6.7
57	13.9
44	6.7
896	480
375	190
3.6	2
77	25
100	37.8
130	57
400	200
41	5
97	36
-108	-78
330	160
+140	+60
284	140
400	200
100	38
100	38
72	22.2
53	11.7
2	1
350	190
350	177
230	110
275	130
65	18
300	160
1000	538
1300	704
180	82
94	34.4
94	34.4
77	25
66	19
84	29
79	26
66	19
77	25
53	12
61	16
61	16
100.4	38.0
550	228
375	190.5
170	77
450	230
165	75
80	27
81	27
74	23
83	28
85	29
79	26
87	31
80	27
87	31
86	30
76	24
82	28
20	10
390	200
822	439
4417	2400
1652	900
-364	-220
2300	1260
2732	1500
3680	2030
68	20
105	40
68	20
350	180
390	200
76	24.4
11.5	-11.4
-43.6	-42
25	4
350	180
200	100
95	35
325	170
176	80
150	66
150	66
104	40
325	165
121.3	49.6
104.3	40.11
107.6	42
95	35
89	31.86
102	39
100	38
1.8	1
350	180
72	22
-30	-34
65	18.3
45	7.2
65	18.3
52	11.1
63	17.2
70	21.1
122	+50
100	38
350	180
117	47
104	40
16	-9
77	25
85	29
867	464
86	30
350	180
21.9	12.1
70	20
350	175
+68	+20
225	107
30	-1
165	74
1.1	0.6
56	13.3
51	10.6
56	13.3
350	180
140	60
36	2
64	17.8
64	17.8
63	17.2
65	18.3
65	18.3
76	24.4
64	17.8
+140	+60
71	21.7
71	21.7
47	8.3
69	20.6
375	190
49	9.4
48	8.9
47	8.3
44	6.7
44	6.7
70	21
80	27
65	18
55	13
101	38.3
78	25.6
83	28.3
83	28.3
39	3.9
64	17.8
76	24
392	+200
126	52
90	32
113	40
400	200
400	200
5.4	3
400	200
104.5	40.3
390	199
70	21.1
62	16.7
82	27.8
70	21.1
185	85
350	180
325	160
82	27.8
80	26.7
77	25.0
82	27.8
80	26.7
82	27.8
80	26.7
78	25.6
79	26.1
100	37.8
82	27.8
67	20
56	13
68	20
59	15
212	1350
85	29.4
81	27.2
78	25.6
80	26.7
81	27.2
80	26.7
82	27.8
78	25.6
85	29.4
89	31.7
89	31.7
185	85
392	200
58	14.4
50	10.0
54	12.2
58	14.4
39.4	4.1
29.3	-1.5
29.6	-1.3
19.6	-6.9
325	160
55	12.8
56	13.3
55	12.8
67	19.4
55	12.8
41	5
+35	2
50	10
999	535
43	6
100.9	38.3
25	-3.8
30	-1.1
35	1.7
40	4.5
410	210
60.8	16
96.8	36
77	25
46	8
58	14.4
62	16.7
64	17.8
65	18.3
61	16.1
65	18.3
88	31.1
58	14.4
54	12.2
54	12.2
375	190
212	100
51	10.6
53	11.7
54	12.2
56	13.3
49	9.4
50	10.0
47	8.3
50	10.0
69	20.6
51	10.6
86	30
124	51
800	425
-150	-100
65	18.3
2850	1565
1832	1000
-320.5	-195.8
47	8.3
31	-0.6
31	-0.6
31	-0.6
39	3.9
36	2.2
34	1.1
35	1.7
33	0.6
47	8.3
95	35
86	30
86	30
64	18
64	18
3035	1670
82	27.8
340	171
325	165
1382	750
392	200
73	23
355	180
40	4
40	4
+302	+150
43	6
-10	-18
-35	-37
32	0
350	170
550	280
600	300
175	80
51	10.6
41	5.0
69	20.6
51	10.6
212	100
2100	1149
86	30
500	260
3.6	2
1.8	1.0
2.5	1.0
3.6	2
375	190
117	47
230	110
230	110
1.46	0.81
77	25.0
65	18.3
63	17.2
82	27.8
102	38.9
82	27.8
52	11.1
62	16.7
52	11.1
350	175
60.3	33.5
49	9.4
38	3.3
31	-0.6
26	-3.3
43	6.1
49	9.4
350	180
400	204
350	180
7.3	4.1
19.4	10.8
-200	-129
-70	-75
90	32
91	32.8
82	27.8
